;dengue;year;month;rain;temp;hum;time;denguel0;denguel1;denguel2;denguel3;denguel4;denguel5;denguel6;denguel7;denguel8;denguel9;denguel10;denguel11;denguel12;denguel13;denguel14;denguel15;denguel16;denguel17;denguel18;denguel19;denguel20;denguel21;denguel22;denguel23;denguel24;denguel25;denguel26;denguel27;denguel28;denguel29;denguel30;denguel31;denguel32;denguel33;denguel34;denguel35;denguel36;denguel37;denguel38;denguel39;denguel40;denguel41;denguel42;denguel43;denguel44;denguel45;denguel46;denguel47;denguel48;denguel49;denguel50;denguel51;denguel52;denguel53;denguel54;denguel55;denguel56;denguel57;denguel58;denguel59;denguel60;dengue_ma1323;dengue_ma2535;dengue_ma3747;dengue_ma4959;dengue_ma0211;dengue_ma0223;dengue_ma0235;dengue_ma0247;dengue_ma0259;dengue_ma0212;dengue_ma0224;dengue_ma0236;dengue_ma0248;dengue_ma0260;dengue_ma0213;dengue_ma0225;dengue_ma0237;dengue_ma0249;dengue_ma2324;dengue_ma2425;dengue_ma2335;dengue_ma2435;dengue_ma2337;dengue_ma2437;dengue_ma1136;dengue_ma2348;dengue_ma1248;dengue_ma2448;dengue_ma1348;dengue_ma2548;dengue_ma1148;templ0;templ1;templ2;templ3;templ4;rainl0;rainl1;rainl2;rainl3;rainl4;huml0;huml1;huml2;huml3;huml4;census;figures;irA;irAl0;irAl1;irAl2;irAl3;irAl4;irAl5;irAl6;irAl7;irAl8;irAl9;irAl10;irAl11;irAl12;irAl13;irAl14;irAl15;irAl16;irAl17;irAl18;irAl19;irAl20;irAl21;irAl22;irAl23;irAl24;irAl25;irAl26;irAl27;irAl28;irAl29;irAl30;irAl31;irAl32;irAl33;irAl34;irAl35;irAl36;irAl37;irAl38;irAl39;irAl40;irAl41;irAl42;irAl43;irAl44;irAl45;irAl46;irAl47;irAl48;irAl49;irAl50;irAl51;irAl52;irAl53;irAl54;irAl55;irAl56;irAl57;irAl58;irAl59;irAl60;irB;irBl0;irBl1;irBl2;irBl3;irBl4;irBl5;irBl6;irBl7;irBl8;irBl9;irBl10;irBl11;irBl12;irBl13;irBl14;irBl15;irBl16;irBl17;irBl18;irBl19;irBl20;irBl21;irBl22;irBl23;irBl24;irBl25;irBl26;irBl27;irBl28;irBl29;irBl30;irBl31;irBl32;irBl33;irBl34;irBl35;irBl36;irBl37;irBl38;irBl39;irBl40;irBl41;irBl42;irBl43;irBl44;irBl45;irBl46;irBl47;irBl48;irBl49;irBl50;irBl51;irBl52;irBl53;irBl54;irBl55;irBl56;irBl57;irBl58;irBl59;irBl60
102;64;2009;6;42;26,6;73;102;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;693;657;934;218;466;1220;1951;2922;3154;527;1294;1988;2936;3158;659;1430;2019;2959;134;210;91;105;91;105;1574;1776;2470;1716;2409;1642;2522;26,6;26,8;27,3;26,7;25,7;42;122;191;249;312;-4,622434885;-3,112193171;-4,98041819;-5,567357211;-1,808478995;389840;459834;16,42;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;13,92;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01
103;91;2009;7;0;25,2;70;103;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;694;700;964;220;468;1214;1974;2969;3196;520;1274;2005;2976;3208;581;1348;2042;2990;95;134;66;91;72;97;1555;1797;2508;1762;2456;1702;2526;25,2;26,6;26,8;27,3;26,7;0;42;122;191;249;-5,142109545;-4,622434885;-3,112193171;-4,98041819;-5,567357211;389772;460320;23,35;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;19,77;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03
104;56;2009;8;0;25,4;68;104;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;711;729;978;217;514;1243;2007;3016;3250;532;1278;2038;3033;3260;584;1338;2069;3040;50;95;30;50;46;66;1534;1805;2519;1790;2501;1755;2529;25,4;25,2;26,6;26,8;27,3;0;0;42;122;191;-7,201581523;-5,142109545;-4,622434885;-3,112193171;-4,98041819;389705;460806;14,37;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;12,15;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52
105;18;2009;9;0;26,8;66;105;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;714;749;996;214;595;1319;2083;3094;3321;605;1334;2098;3107;3341;623;1369;2129;3124;30;50;29;29;46;46;1519;1803;2512;1788;2502;1773;2528;26,8;25,4;25,2;26,6;26,8;0;0;0;42;122;-8,72282286;-7,201581523;-5,142109545;-4,622434885;-3,112193171;389637;461293;4,62;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;3,9;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04
106;23;2009;10;70;27,8;67;106;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;709;750;992;216;635;1360;2125;3131;3366;651;1375;2139;3150;3377;661;1390;2154;3163;32;30;28;26;32;30;1523;1807;2515;1790;2499;1775;2534;27,8;26,8;25,4;25,2;26,6;70;0;0;0;42;-10,04043292;-8,72282286;-7,201581523;-5,142109545;-4,622434885;389570;461779;5,9;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;4,98;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77
107;24;2009;11;121;27,9;75;107;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;708;754;972;226;634;1361;2132;3115;3375;653;1378;2143;3149;3384;669;1393;2157;3168;25;32;20;29;22;31;1558;1796;2515;1788;2496;1771;2564;27,9;27,8;26,8;25,4;25,2;121;70;0;0;0;-3,899306567;-10,04043292;-8,72282286;-7,201581523;-5,142109545;389503;462266;6,16;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;5,19;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26
108;56;2009;12;185;27,5;80;108;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;719;759;882;242;608;1376;2143;3037;3380;657;1384;2155;3138;3398;676;1401;2166;3172;104;25;176;88;107;19;1632;1858;2530;1762;2481;1754;2615;27,5;27,9;27,8;26,8;25,4;185;121;70;0;0;-1,402323391;-3,899306567;-10,04043292;-8,72282286;-7,201581523;389435;462752;14,38;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;12,1;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52
109;70;2010;1;254;26,8;84;109;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;672;687;722;328;547;1304;2087;2889;3389;632;1400;2167;3061;3404;681;1408;2179;3162;191;104;194;195;107;108;1687;1852;2514;1757;2429;1661;2581;26,8;27,5;27,9;27,8;26,8;254;185;121;70;0;0,457363123;-1,402323391;-3,899306567;-10,04043292;-8,72282286;389368;456575;17,98;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;15,33;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74
110;95;2010;2;312;27,2;85;110;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;662;684;572;469;536;1265;2044;2715;3414;603;1360;2143;2945;3445;688;1456;2223;3117;176;191;210;224;161;175;1661;1761;2409;1680;2342;1585;2463;27,2;26,8;27,5;27,9;27,8;312;254;185;121;70;1,204437772;0,457363123;-1,402323391;-3,899306567;-10,04043292;389301;450398;24,4;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;21,09;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67
111;162;2010;3;414;27,6;83;111;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;648;650;424;660;552;1254;1985;2538;3445;606;1335;2114;2785;3484;673;1430;2213;3015;220;176;238;180;238;180;1658;1670;2233;1531;2179;1450;2329;27,6;27,2;26,8;27,5;27,9;414;312;254;185;121;-1,344047412;1,204437772;0,457363123;-1,402323391;-3,899306567;389233;444221;41,62;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;36,47;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58
112;152;2010;4;131;27,5;85;112;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;563;632;490;877;551;1210;1981;2570;3510;647;1349;2080;2633;3540;701;1430;2209;2880;271;220;268;275;261;268;1583;1555;2082;1423;1986;1284;2136;27,5;27,6;27,2;26,8;27,5;131;414;312;254;185;4,782360047;-1,344047412;1,204437772;0,457363123;-1,402323391;389166;438044;39,06;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;34,7;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31
113;162;2010;5;319;27,6;86;113;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;23;527;635;558;917;659;1240;2007;2701;3649;713;1372;2143;2732;3672;809;1511;2242;2795;193;271;135;206;160;231;1548;1553;2073;1492;2019;1360;2137;27,6;27,5;27,6;27,2;26,8;319;131;414;312;254;3,044351197;4,782360047;-1,344047412;1,204437772;0,457363123;389099;431867;41,63;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;37,51;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56
114;208;2010;6;113;27,3;82;114;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;14;520;693;657;934;747;1331;2085;2816;3787;811;1392;2159;2853;3801;865;1524;2295;2884;113;193;112;121;188;197;1503;1574;2106;1522;2042;1461;2197;27,3;27,6;27,5;27,6;27,2;113;319;131;414;312;1,878007616;3,044351197;4,782360047;-1,344047412;1,204437772;389031;425690;53,47;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;48,86;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36
115;160;2010;7;35;26,9;78;115;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;7;532;694;700;964;818;1441;2187;2947;3942;909;1493;2247;2978;3949;973;1554;2321;3015;70;113;53;87;92;126;1485;1555;2160;1537;2069;1485;2216;26,9;27,3;27,6;27,5;27,6;35;113;319;131;414;1,054642606;1,878007616;3,044351197;4,782360047;-1,344047412;388964;419512;41,13;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;38,14;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67
116;136;2010;8;155;27,2;78;116;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;17;605;711;729;978;970;1631;2360;3124;4133;1026;1649;2395;3155;4150;1117;1701;2455;3186;28;70;25;33;70;78;1443;1534;2185;1524;2129;1506;2203;27,2;26,9;27,3;27,6;27,5;155;35;113;319;131;-3,508429922;1,054642606;1,878007616;3,044351197;4,782360047;388896;413335;34,97;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;32,9;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02
117;71;2010;9;401;27,2;82;117;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;19;13;651;714;749;996;1112;1781;2505;3269;4280;1130;1791;2520;3284;4293;1186;1809;2555;3315;26;28;31;25;51;45;1431;1519;2172;1503;2154;1493;2195;27,2;27,2;26,9;27,3;27,6;401;155;35;113;319;-3,091319571;-3,508429922;1,054642606;1,878007616;3,044351197;388829;407158;18,26;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;17,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05
